tid,lat,lon,speed,course,alt
5424300,6343852,1045865,4960,12175,3890
5424400,6343839,1045909,4975,12175,3920
5424500,6343827,1045953,4987,12182,3930
5424600,6343815,1045996,4988,12181,3950
5424700,6343803,1046040,4988,12166,3960
5424800,6343791,1046084,4986,12181,3970
5424900,6343778,1046127,4984,12178,3980
5425000,6343766,1046171,4983,12176,3980
5425100,6343754,1046214,4984,12185,3980
5425200,6343742,1046258,4984,12175,3990
5425300,6343729,1046302,4984,12176,4000
5425400,6343717,1046345,4984,12176,4000
5425500,6343705,1046389,4984,12173,4000
5425600,6343693,1046433,4984,12163,4000
5425700,6343681,1046476,4983,12069,4010
5425800,6343669,1046521,4983,11864,4000
5425900,6343659,1046567,4982,11577,4000
5430000,6343649,1046613,4982,11266,4000
5430100,6343641,1046661,4987,10961,4000
5430200,6343634,1046710,4989,10653,4000
5430300,6343628,1046760,4989,10343,4000
5430400,6343623,1046810,4991,10043,4000
5430500,6343619,1046861,4995,9823,4000
5430600,6343616,1046912,4999,9714,3990
5430700,6343613,1046963,5006,9673,3990
5430800,6343611,1047015,5011,9673,3980
5430900,6343608,1047066,5011,9570,3980
5431000,6343606,1047117,5009,9374,3960
5431100,6343605,1047169,5004,9085,3950
5431200,6343606,1047221,5004,8761,3950
5431300,6343607,1047272,5008,8499,3950
5431400,6343610,1047324,5017,8298,3870
5431500,6343613,1047375,5027,8153,3840
5431600,6343617,1047426,5040,8020,3810
5431700,6343621,1047477,5053,7885,3780
5431800,6343626,1047528,5066,7775,3780
5432000,6343636,1047630,5079,7706,3700
5432100,6343642,1047682,5093,7687,3680
5432200,6343647,1047733,5093,7687,3650
5432200,6343647,1047733,5115,7818,3650
5432400,6343655,1047837,5127,7981,3620
5432500,6343658,1047890,5127,7981,3600
5432600,6343660,1047943,5127,7981,3580
5432700,6343662,1047996,5127,7981,3560
5432800,6343662,1048049,5148,8785,3540
5432900,6343662,1048101,5140,8965,3520
5433000,6343661,1048154,5117,9102,3500
5433100,6343661,1048206,5117,9102,3480
5433200,6343660,1048258,5045,9234,3460
5433300,6343658,1048309,4940,9330,3440
5433400,6343657,1048359,4940,9330,3430
5433500,6343655,1048409,4795,9350,3430
5433600,6343654,1048459,4798,9493,3420
5433700,6343652,1048508,4798,9493,3400
5433800,6343649,1048556,4725,9745,3390
5433900,6343646,1048604,4691,9916,3370
5434000,6343642,1048652,4677,10095,3350
5434100,6343638,1048699,4666,10274,3330
5434200,6343632,1048745,4666,10274,3310
5434300,6343627,1048792,4662,10635,3290
5434400,6343620,1048837,4659,10800,3270
5434500,6343613,1048883,4661,10971,3240
5434600,6343606,1048928,4664,11131,3220
5434700,6343597,1048972,4670,11259,3190
5434800,6343589,1049016,4675,11352,3160
5434900,6343580,1049060,4683,11446,3150
5435000,6343571,1049104,4687,11533,3130
5435100,6343561,1049148,4693,11621,3110
5435200,6343551,1049190,4700,11793,3100
5435300,6343541,1049233,4712,12037,3080
5435400,6343529,1049274,4704,12383,3070
5435500,6343516,1049313,4740,12715,3070
5435600,6343502,1049351,4721,13115,3060
5435700,6343487,1049386,4726,13482,3050
5435800,6343471,1049419,4737,13866,3050
5435900,6343454,1049450,4726,14166,3040
5440000,6343437,1049479,4725,14377,3030
5440100,6343419,1049508,4723,14454,3020
5440200,6343401,1049536,4717,14383,3000
5440300,6343384,1049565,4720,14106,2990
5440400,6343367,1049597,4720,13765,2980
5440500,6343351,1049630,4719,13433,2960
5440600,6343337,1049666,4722,13066,2940
5440700,6343323,1049704,4724,12700,2930
5440800,6343310,1049743,4725,12339,2910
5440900,6343299,1049785,4729,11981,2900
5441000,6343289,1049828,4732,11608,2900
5441100,6343280,1049872,4729,11245,2870
5441200,6343272,1049918,4736,10918,2850
5441300,6343265,1049964,4744,10667,2830
5441400,6343259,1050011,4749,10466,2820
5441500,6343254,1050059,4754,10350,2810
5441700,6343244,1050154,4758,10332,2790
5441700,6343244,1050154,4764,10378,2790
5441900,6343232,1050249,4767,10487,2770
5442000,6343225,1050296,4767,10487,2760
5442100,6343218,1050342,4767,10487,2740
5442200,6343210,1050388,4767,10487,2720
5442300,6343201,1050433,4773,11283,2700
5442400,6343192,1050478,4782,11426,2680
5442500,6343182,1050522,4782,11426,2670
5442600,6343172,1050566,4789,11569,2650
5442700,6343163,1050611,4782,11575,2640
5442800,6343153,1050655,4761,11574,2620
5442900,6343144,1050698,4624,11574,2600
5443000,6343135,1050740,4624,11574,2590
5443100,6343126,1050782,4451,11571,2570
5443200,6343117,1050823,4451,11571,2560
5443300,6343108,1050862,4246,11575,2540
5443400,6343100,1050901,4140,11602,2530
5443500,6343091,1050939,4029,11650,2520
5443600,6343083,1050975,3920,11708,2500
5443700,6343075,1051010,3920,11708,2490
5443800,6343067,1051044,3699,11842,2480
5443900,6343058,1051077,3590,11910,2470
5444000,6343050,1051108,3480,11974,2460
5444100,6343042,1051139,3358,12024,2450
5444200,6343035,1051168,3358,12024,2440
5444300,6343027,1051196,3125,12125,2420
5444400,6343020,1051222,3011,12187,2400
5444500,6343012,1051248,2901,12259,2380
5444600,6343005,1051272,2789,12313,2370
5444700,6342998,1051296,2789,12313,2360
5444800,6342991,1051318,2559,12412,2350
5444900,6342985,1051339,2444,12453,2340
5445000,6342979,1051359,2330,12496,2340
5445100,6342973,1051377,2218,12539,2330
5445200,6342967,1051395,2106,12564,2320
5445300,6342961,1051412,2008,12606,2320
5445400,6342956,1051428,1915,12653,2310
5445500,6342951,1051443,1827,12666,2310
5445600,6342946,1051458,1748,12702,2300
5445700,6342941,1051471,1669,12746,2300
5445800,6342936,1051484,1592,12764,2290
5445900,6342932,1051497,1515,12803,2290
5450000,6342928,1051509,1447,12825,2280
5450100,6342924,1051520,1388,12846,2280
5450200,6342920,1051530,1332,12882,2270
5450300,6342916,1051540,1276,12894,2270
5450400,6342912,1051550,1224,12911,2260
5450500,6342909,1051559,1175,12943,2260
5450600,6342906,1051568,1126,12952,2260
5450700,6342902,1051577,1073,12997,2260
5450800,6342899,1051585,1023,12996,2260
5450900,6342896,1051592,973,13020,2260
5451000,6342894,1051599,925,13042,2260
5451100,6342891,1051606,874,13026,2260
5451200,6342888,1051612,839,13050,2250
5451300,6342886,1051619,820,13066,2250
5451500,6342881,1051631,811,13074,2250
5451600,6342879,1051637,807,13121,2250
5451700,6342876,1051643,806,13121,2250
5451700,6342876,1051643,811,13167,2250
5451900,6342871,1051655,818,13142,2240
5452000,6342869,1051661,818,13142,2230
5452100,6342866,1051667,818,13142,2230
5452200,6342863,1051673,818,13142,2230
5452300,6342861,1051680,858,13212,2220
5452400,6342858,1051686,858,13212,2220
5452500,6342855,1051693,877,13222,2220
5452600,6342852,1051699,888,13242,2210
5452700,6342850,1051706,888,13242,2210
5452800,6342847,1051713,916,13264,2210
5452900,6342844,1051719,926,13261,2200
5453000,6342841,1051726,926,13261,2200
5453100,6342838,1051733,944,13268,2200
5453200,6342835,1051740,944,13268,2190
5453300,6342832,1051747,962,13262,2190
5453400,6342829,1051754,972,13277,2190
5453500,6342826,1051761,979,13288,2180
5453600,6342823,1051769,989,13269,2180
5453700,6342820,1051776,989,13269,2180
5453800,6342817,1051783,968,13282,2170
5453900,6342814,1051790,952,13283,2170
5454000,6342811,1051797,939,13282,2170
5454100,6342808,1051804,926,13268,2160
5454200,6342805,1051811,926,13268,2160
5454300,6342802,1051817,891,13274,2160
5454400,6342799,1051824,871,13252,2160
5454500,6342797,1051830,848,13266,2150
5454600,6342794,1051837,827,13243,2150
5454700,6342792,1051843,807,13239,2150
5454800,6342789,1051848,785,13227,2150
5454900,6342787,1051854,764,13214,2140
5455000,6342784,1051860,743,13191,2140
5455100,6342782,1051865,720,13189,2140
5455200,6342780,1051871,699,13165,2140
5455300,6342778,1051876,677,13145,2140
5455400,6342776,1051881,655,13134,2130
5455500,6342774,1051885,632,13107,2130
5455600,6342772,1051890,611,13091,2130
5455700,6342770,1051895,589,13073,2130
5455800,6342768,1051899,566,13051,2130
5455900,6342767,1051903,555,13013,2120
5460000,6342765,1051907,554,13005,2120
5460100,6342764,1051912,555,12987,2120
5460200,6342762,1051916,559,12950,2120
5460300,6342760,1051920,565,12937,2120
5460400,6342759,1051925,570,12916,2120
5460500,6342757,1051929,568,12881,2110
5460600,6342755,1051934,582,12851,2110
5460700,6342754,1051938,599,12844,2110
5460800,6342752,1051943,625,12803,2110
5460900,6342750,1051948,648,12789,2110
5461000,6342748,1051953,672,12754,2110
5461100,6342746,1051959,694,12715,2110
5461200,6342744,1051964,719,12689,2100
5461300,6342742,1051970,740,12656,2100
5461500,6342738,1051983,763,12614,2100
5461600,6342736,1051989,785,12581,2100
5461700,6342734,1051996,815,12532,2090
5461700,6342734,1051996,852,12506,2090
5461900,6342729,1052011,890,12457,2090
5462000,6342727,1052019,890,12457,2090
5462100,6342724,1052028,890,12457,2080
5462200,6342721,1052037,890,12457,2080
5462300,6342719,1052046,1053,12236,2070
5462400,6342716,1052056,1053,12236,2070
5462500,6342713,1052066,1129,12126,2060
5462600,6342711,1052076,1129,12126,2060
5462700,6342708,1052087,1129,12126,2050
5462800,6342705,1052098,1249,11898,2050
5462900,6342702,1052109,1270,11833,2040
5463000,6342699,1052121,1270,11833,2030
5463100,6342697,1052133,1314,11696,2030
5463200,6342694,1052145,1314,11696,2020
5463300,6342691,1052158,1371,11569,2020
5463400,6342688,1052171,1403,11492,2010
5463500,6342686,1052184,1438,11428,2000
5463600,6342683,1052198,1480,11341,2000
5463700,6342680,1052212,1480,11341,1990
5463800,6342678,1052227,1572,11185,1990
5463900,6342675,1052242,1619,11106,1980
5464000,6342672,1052258,1667,11023,1970
5464100,6342669,1052274,1709,10936,1970
5464200,6342667,1052291,1709,10936,1960
5464300,6342664,1052308,1785,10746,1960
5464400,6342662,1052326,1816,10640,1950
5464500,6342660,1052344,1840,10537,1950
5464600,6342657,1052363,1856,10427,1940
5464700,6342655,1052381,1856,10427,1930
5464800,6342654,1052400,1873,10211,1930
5464900,6342652,1052419,1881,10091,1920
5465000,6342650,1052438,1887,9979,1920
5465100,6342649,1052457,1895,9858,1910
5465200,6342648,1052477,1903,9741,1900
5465300,6342647,1052496,1911,9621,1890
5465400,6342646,1052516,1919,9488,1890
5465500,6342645,1052536,1926,9376,1880
5465600,6342645,1052556,1935,9253,1870
5465700,6342644,1052576,1942,9139,1860
5465800,6342644,1052596,1950,9004,1850
5465900,6342644,1052616,1958,8888,1850
5470000,6342645,1052636,1964,8773,1840
5470100,6342645,1052656,1972,8631,1840
5470200,6342646,1052677,1980,8513,1830
5470300,6342647,1052697,1986,8391,1830
5470400,6342648,1052717,1993,8276,1820
5470500,6342649,1052738,1998,8160,1820
5470600,6342650,1052758,2004,8064,1810
5470700,6342652,1052778,2007,7970,1810
5470800,6342654,1052799,2012,7860,1810
5470900,6342656,1052819,2015,7749,1810
5471000,6342658,1052839,2018,7653,1810
5471100,6342660,1052859,2020,7558,1810
5471200,6342663,1052880,2021,7457,1800
5471300,6342665,1052900,2022,7362,1800
5471500,6342671,1052939,2023,7259,1790
5471600,6342674,1052959,2026,7134,1790
5471700,6342677,1052979,2026,7134,1780
5471700,6342677,1052979,2031,6954,1780
5471900,6342684,1053018,2032,6866,1780
5472000,6342688,1053037,2032,6866,1770
5472100,6342691,1053056,2032,6866,1770
5472200,6342695,1053075,2032,6866,1770
5472300,6342699,1053094,2037,6480,1770
5472400,6342704,1053113,2037,6480,1770
5472500,6342708,1053132,2040,6391,1770
5472600,6342712,1053151,2043,6358,1770
5472700,6342716,1053169,2043,6358,1770
5472800,6342721,1053188,2046,6346,1770
5472900,6342725,1053207,2046,6330,1760
5473000,6342729,1053226,2046,6330,1760
5473100,6342733,1053245,2045,6342,1760
5473200,6342738,1053263,2045,6342,1760
5473300,6342742,1053282,2044,6192,1760
5473400,6342747,1053300,2048,6133,1750
5473500,6342751,1053319,2051,6092,1750
5473600,6342756,1053337,2042,6044,1740
5473700,6342761,1053356,2042,6044,1740
5473800,6342765,1053374,2037,6016,1740
5473900,6342770,1053392,2037,6008,1740
5474000,6342775,1053410,2039,5996,1730
5474100,6342779,1053428,2050,5981,1730
5474200,6342784,1053447,2050,5981,1730
5474300,6342789,1053465,2080,5986,1720
5474400,6342794,1053484,2094,5984,1720
5474500,6342799,1053502,2106,5986,1720
5474600,6342804,1053521,2114,5982,1720
5474700,6342809,1053540,2114,5982,1720
5474800,6342814,1053559,2131,5967,1720
5474900,6342818,1053578,2138,5989,1730
5475000,6342823,1053597,2148,5947,1730
5475100,6342829,1053616,2155,5946,1730
5475200,6342834,1053635,2165,5940,1730
5475300,6342839,1053654,2179,5940,1730
5475400,6342844,1053673,2193,5927,1730
5475500,6342849,1053693,2212,5913,1730
5475600,6342854,1053712,2226,5904,1730
5475700,6342860,1053732,2241,5900,1720
5475800,6342865,1053752,2248,5900,1730
5475900,6342870,1053772,2260,5820,1720
5480000,6342876,1053791,2305,5742,1690
5480100,6342882,1053811,2223,5696,1680
5480200,6342887,1053831,2342,5804,1690
5480300,6342893,1053851,2347,5807,1680
5480400,6342899,1053872,2369,5787,1670
5480500,6342905,1053893,2395,5775,1670
5480600,6342911,1053914,2416,5818,1660
5480700,6342917,1053935,2440,5818,1640
5480800,6342922,1053957,2453,5801,1640
5480900,6342928,1053978,2475,5828,1640
5481000,6342934,1054000,2491,5839,1640
5481100,6342941,1054022,2517,5871,1610
5481200,6342947,1054044,2546,5882,1600
5481300,6342953,1054067,2578,5899,1590
5481400,6342959,1054090,2612,5930,1580
5481600,6342971,1054137,2649,5940,1560
5481700,6342978,1054161,2689,5939,1550
5481700,6342978,1054161,2733,5965,1550
5481900,6342990,1054211,2774,5990,1510
5482000,6342997,1054236,2774,5990,1510
5482100,6343004,1054262,2774,5990,1490
5482200,6343010,1054289,2774,5990,1480
5482300,6343017,1054316,2987,6161,1470
5482400,6343023,1054345,2987,6161,1450
5482500,6343029,1054375,3111,6477,1440
5482600,6343034,1054406,3177,6711,1430
5482700,6343039,1054438,3177,6711,1410
5482800,6343043,1054471,3365,7621,1400
5482900,6343046,1054505,3424,7939,1380
5483000,6343049,1054540,3424,7939,1370
5483100,6343050,1054577,3549,8603,1360
5483200,6343051,1054613,3549,8603,1350
5483300,6343051,1054651,3675,9291,1330
5483400,6343049,1054689,3725,9637,1300
5483500,6343047,1054728,3787,9992,1280
5483600,6343043,1054766,3852,10370,1260
5483700,6343038,1054805,3852,10370,1240
5483800,6343032,1054843,3963,11125,1230
5483900,6343024,1054881,4020,11485,1210
5484000,6343016,1054919,4070,11746,1190
5484100,6343007,1054956,4058,11831,1230
5484200,6342998,1054993,4058,11831,1230
5484300,6342988,1055031,4224,11814,1220
5484400,6342979,1055070,4279,11618,1210
5484500,6342971,1055110,4331,11366,1190
5484600,6342963,1055152,4382,11109,1170
5484700,6342956,1055195,4429,10841,1150
5484800,6342950,1055239,4473,10570,1130
5484900,6342945,1055284,4517,10304,1110
5485000,6342941,1055330,4557,10033,1100
5485100,6342937,1055377,4596,9752,1080
5485200,6342935,1055424,4637,9465,1060
5485300,6342934,1055472,4675,9179,1050
5485400,6342934,1055521,4710,8902,1030
5485500,6342934,1055569,4737,8611,1010
5485600,6342936,1055618,4765,8331,1000
5485700,6342940,1055667,4796,8033,990
5485800,6342944,1055716,4822,7738,980
5485900,6342949,1055764,4847,7448,970
5490000,6342956,1055812,4869,7151,970
5490100,6342964,1055860,4891,6850,970
5490200,6342973,1055906,4910,6555,970
5490300,6342983,1055952,4927,6259,970
5490400,6342994,1055996,4945,5958,970
5490500,6343006,1056040,4960,5671,970
5490600,6343019,1056082,4972,5362,970
5490700,6343033,1056122,4983,5043,980
5490800,6343049,1056161,4992,4725,980
5490900,6343065,1056198,5000,4402,980
5491000,6343082,1056232,5001,4075,1020
5491100,6343100,1056265,5006,3790,1040
5491200,6343118,1056296,5006,3623,1070
5491300,6343137,1056326,5011,3600,1090
5491500,6343174,1056389,5009,3702,1130
5491600,6343192,1056422,5008,3914,1150
5491700,6343209,1056458,5007,4213,1170
5491700,6343209,1056458,5002,4529,1170
5491900,6343239,1056535,5000,4833,1220
5492000,6343253,1056576,5000,4833,1230
5492100,6343266,1056619,5000,4833,1250
5492200,6343278,1056663,5000,4833,1260
5492300,6343289,1056709,4985,6082,1260
5492400,6343298,1056755,4985,6082,1260
5492500,6343307,1056803,4996,6642,1260
5492600,6343316,1056851,5002,6812,1250
5492700,6343324,1056899,5002,6812,1240
5492800,6343333,1056947,5030,6800,1220
5492900,6343342,1056996,5044,6725,1210
5493000,6343351,1057043,5044,6725,1200
5493100,6343360,1057091,5059,6628,1190
5493200,6343370,1057139,5075,6538,1170
5493300,6343381,1057186,5106,6344,1160
5493400,6343391,1057233,5119,6255,1140
5493500,6343403,1057280,5132,6154,1130
5493600,6343414,1057326,5142,6051,1120
5493700,6343426,1057372,5142,6051,1100
5493800,6343438,1057417,5158,5856,1090
5493900,6343451,1057463,5164,5753,1080
5494000,6343464,1057507,5168,5659,1070
5494100,6343477,1057551,5174,5576,1060
5494200,6343491,1057595,5174,5576,1060
5494300,6343505,1057639,5184,5401,1050
5494400,6343519,1057682,5188,5318,1050
5494500,6343534,1057724,5192,5231,1050
5494600,6343549,1057766,5197,5146,1050
5494700,6343564,1057808,5201,5063,1050
5494800,6343579,1057849,5208,4979,1050
5494900,6343595,1057890,5215,4895,1050
5495000,6343611,1057930,5222,4810,1040
5495100,6343627,1057970,5229,4725,1050
5495200,6343644,1058009,5237,4640,1050
5495300,6343661,1058048,5243,4560,1050
5495400,6343678,1058086,5252,4533,1040
5495500,6343695,1058125,5261,4553,1040
5495600,6343712,1058164,5270,4669,1040
