tid,lat,lon,speed,course,alt
5392500,6343717,1041323,2118,8664,1290
5392600,6343718,1041345,2115,8672,1300
5392700,6343718,1041366,2115,8622,1300
5392800,6343719,1041388,2113,8592,1310
5392900,6343720,1041410,2113,8600,1310
5393000,6343720,1041432,2113,8567,1310
5393100,6343721,1041453,2119,8565,1300
5393200,6343722,1041475,2132,8551,1290
5393300,6343722,1041497,2146,8547,1280
5393400,6343723,1041520,2168,8561,1270
5393500,6343724,1041542,2195,8553,1260
5393600,6343725,1041565,2222,8554,1250
5393700,6343725,1041588,2254,8531,1240
5393800,6343726,1041611,2289,8504,1230
5393900,6343727,1041635,2324,8478,1220
5394000,6343728,1041659,2365,8450,1210
5394100,6343729,1041684,2410,8457,1200
5394200,6343730,1041709,2460,8448,1190
5394300,6343731,1041734,2515,8443,1180
5394400,6343732,1041760,2575,8443,1170
5394500,6343734,1041787,2633,8433,1160
5394600,6343735,1041815,2695,8437,1150
5394700,6343736,1041843,2755,8442,1140
5394800,6343737,1041871,2818,8436,1130
5394900,6343739,1041901,2882,8439,1110
5395000,6343740,1041931,2947,8442,1100
5395100,6343741,1041961,3015,8400,1080
5395200,6343743,1041993,3085,8335,1070
5395300,6343745,1042025,3150,8221,1070
5395400,6343747,1042057,3210,8123,1070
5395500,6343749,1042090,3269,7954,1080
5395600,6343752,1042124,3326,7841,1090
5395700,6343756,1042157,3372,7668,1110
5395800,6343760,1042191,3419,7513,1130
5395900,6343764,1042226,3459,7353,1150
5400000,6343769,1042260,3497,7191,1180
5400100,6343774,1042294,3529,7015,1200
5400200,6343780,1042329,3556,6850,1220
5400300,6343786,1042363,3589,6695,1260
5400400,6343793,1042397,3609,6524,1290
5400500,6343801,1042430,3638,6343,1320
5400600,6343808,1042464,3667,6168,1340
5400700,6343817,1042497,3689,6001,1370
5400800,6343826,1042530,3714,5868,1390
5400900,6343835,1042562,3740,5765,1420
5401000,6343844,1042595,3767,5711,1450
5401100,6343854,1042628,3793,5698,1480
5401200,6343863,1042661,3817,5708,1510
5401300,6343873,1042694,3843,5753,1540
5401400,6343883,1042728,3860,5820,1570
5401500,6343892,1042762,3883,5885,1610
5401600,6343901,1042796,3904,5965,1650
5401700,6343910,1042831,3923,6043,1680
5401800,6343919,1042867,3940,6121,1710
5401900,6343928,1042903,3958,6200,1740
5402000,6343937,1042939,3976,6277,1760
5402100,6343945,1042975,3993,6356,1790
5402200,6343953,1043013,4009,6439,1820
5402300,6343961,1043050,4028,6515,1850
5402400,6343969,1043088,4047,6617,1860
5402500,6343976,1043127,4063,6684,1890
5402600,6343983,1043165,4080,6800,1920
5402700,6343990,1043205,4096,6898,1920
5402800,6343997,1043244,4103,6963,1990
5402900,6344003,1043284,4120,7053,2020
5403000,6344010,1043324,4141,7143,2040
5403100,6344016,1043365,4152,7232,2040
5403200,6344021,1043406,4171,7307,2090
5403300,6344027,1043447,4174,7389,2110
5403400,6344032,1043489,4204,7496,2110
5403500,6344037,1043531,4218,7563,2110
5403600,6344042,1043573,4230,7644,2200
5403700,6344046,1043616,4252,7725,2230
5403800,6344050,1043659,4263,7809,2260
5403900,6344054,1043702,4267,7916,2290
5404000,6344058,1043746,4289,7991,2320
5404100,6344061,1043789,4303,8099,2350
5404200,6344064,1043833,4316,8171,2370
5404300,6344066,1043878,4328,8264,2390
5404400,6344069,1043922,4341,8347,2420
5404500,6344071,1043967,4352,8442,2440
5404600,6344073,1044012,4364,8531,2460
5404700,6344074,1044057,4380,8614,2480
5404800,6344075,1044102,4390,8700,2500
5404900,6344076,1044147,4395,8799,2520
5405000,6344076,1044193,4410,8873,2550
5405100,6344077,1044238,4414,8960,2580
5405200,6344076,1044284,4429,9054,2620
5405300,6344076,1044330,4438,9142,2660
5405400,6344075,1044376,4446,9199,2710
5405500,6344074,1044422,4464,9340,2740
5405600,6344073,1044468,4466,9435,2760
5405800,6344069,1044560,4475,9525,2800
5405900,6344066,1044606,4490,9622,2830
5410000,6344063,1044652,4502,9709,2860
5410100,6344060,1044698,4515,9805,2890
5410200,6344057,1044744,4527,9887,2920
5410300,6344053,1044791,4542,9985,2950
5410400,6344049,1044836,4542,9985,3030
5410500,6344044,1044882,4485,10110,3070
5410600,6344039,1044928,4571,10251,3100
5410700,6344034,1044974,4571,10251,3130
5410800,6344029,1045020,4571,10251,3160
5410900,6344023,1045066,4571,10251,3180
5411000,6344016,1045112,4571,10251,3210
5411100,6344010,1045157,4631,10741,3240
5411200,6344002,1045203,4631,10741,3270
5411300,6343995,1045248,4631,10741,3280
5411400,6343987,1045293,4631,10741,3310
5411500,6343979,1045338,4631,10741,3330
5411600,6343971,1045382,4682,11218,3350
5411700,6343962,1045427,4682,11218,3370
5411800,6343953,1045471,4682,11218,3400
5411900,6343943,1045515,4682,11218,3430
5412000,6343933,1045558,4682,11218,3460
5412100,6343923,1045602,4719,11695,3480
5412200,6343913,1045645,4719,11695,3510
5412300,6343902,1045687,4719,11695,3540
5412400,6343891,1045729,4719,11695,3570
5412500,6343879,1045772,4719,11695,3610
5412600,6343868,1045813,4760,12126,3640
5412700,6343856,1045855,4760,12126,3670
5412800,6343844,1045897,4760,12126,3710
5412900,6343832,1045939,4760,12126,3730
5413000,6343821,1045981,4760,12126,3760
5413100,6343809,1046023,4799,12172,3770
5413200,6343797,1046065,4816,12170,3780
5413300,6343785,1046108,4828,12169,3780
5413400,6343773,1046150,4833,12174,3780
5413500,6343761,1046193,4839,12179,3780
5413600,6343749,1046235,4835,12174,3780
5413700,6343737,1046277,4839,12176,3780
5413800,6343725,1046320,4839,12177,3780
5413900,6343714,1046362,4846,12178,3780
5414000,6343702,1046405,4844,12172,3780
5414100,6343690,1046447,4846,12170,3780
5414200,6343678,1046490,4849,12148,3780
5414300,6343667,1046534,4849,12034,3770
5414400,6343657,1046578,4851,11817,3770
5414500,6343648,1046624,4856,11537,3760
5414600,6343640,1046671,4858,11231,3750
5414700,6343633,1046719,4863,10935,3750
5414800,6343627,1046767,4866,10633,3750
5414900,6343622,1046817,4868,10328,3740
5415000,6343619,1046866,4874,10043,3730
5415100,6343616,1046916,4883,9714,3730
5415200,6343613,1046966,4889,9670,3720
5415300,6343610,1047016,4894,9670,3720
5415400,6343608,1047067,4899,9579,3710
5415500,6343606,1047117,4899,9579,3700
5415600,6343605,1047168,4906,9127,3680
5415700,6343605,1047218,4905,8812,3660
5415800,6343606,1047269,4909,8542,3630
5415900,6343609,1047319,4898,8330,3610
5420000,6343612,1047369,4898,8330,3580
5420100,6343615,1047418,4833,8051,3550
5420200,6343619,1047467,4812,7922,3530
5420300,6343624,1047516,4789,7812,3500
5420400,6343628,1047564,4764,7726,3470
5420500,6343633,1047612,4764,7726,3440
5420600,6343638,1047659,4706,7686,3420
5420700,6343643,1047706,4664,7743,3400
5420800,6343648,1047753,4617,7844,3380
5420900,6343652,1047799,4557,8014,3370
5421000,6343655,1047845,4557,8014,3360
5421100,6343658,1047891,4421,8361,3340
5421200,6343660,1047936,4363,8532,3330
5421300,6343661,1047981,4327,8701,3320
5421400,6343662,1048025,4303,8865,3310
5421500,6343662,1048069,4303,8865,3290
5421600,6343662,1048114,4291,9104,3270
5421700,6343661,1048158,4301,9170,3250
5421800,6343661,1048202,4315,9219,3240
5421900,6343660,1048247,4328,9263,3230
5422000,6343659,1048291,4328,9263,3220
5422100,6343658,1048336,4369,9362,3210
5422200,6343657,1048381,4426,9286,3230
5422300,6343655,1048426,4387,9391,3270
5422400,6343654,1048472,4448,9495,3250
5422500,6343652,1048518,4448,9495,3240
5422600,6343649,1048564,4504,9741,3220
5422700,6343646,1048610,4532,9910,3210
5422800,6343642,1048656,4557,10084,3190
5422900,6343638,1048702,4584,10261,3160
5423000,6343633,1048748,4584,10261,3140
5423100,6343627,1048794,4638,10606,3110
5423200,6343621,1048840,4664,10783,3080
5423300,6343614,1048885,4692,10960,3060
5423400,6343606,1048931,4718,11122,3030
5423500,6343598,1048976,4718,11122,3000
5423600,6343589,1049021,4761,11360,2980
5423700,6343580,1049066,4771,11441,2960
5423800,6343571,1049111,4778,11532,2950
5423900,6343561,1049155,4785,11625,2930
5424000,6343551,1049199,4785,11625,2920
5424100,6343540,1049242,4803,12065,2890
5424200,6343528,1049284,4811,12411,2880
5424300,6343514,1049324,4821,12803,2860
5424400,6343500,1049361,4808,13162,2840
5424500,6343485,1049398,4808,13162,2820
5424600,6343468,1049431,4836,13943,2810
5424700,6343450,1049462,4825,14211,2790
5424800,6343432,1049492,4827,14414,2770
5424900,6343414,1049521,4823,14445,2760
5425000,6343396,1049550,4823,14445,2740
5425100,6343378,1049581,4823,14013,2740
5425200,6343361,1049614,4824,13662,2720
5425300,6343345,1049649,4826,13306,2690
5425400,6343331,1049686,4833,12930,2670
5425500,6343317,1049726,4833,12930,2650
5425600,6343304,1049767,4839,12193,2630
5425700,6343293,1049810,4843,11816,2620
5425800,6343283,1049855,4848,11438,2600
5425900,6343275,1049901,4850,11077,2580
5430000,6343267,1049948,4850,11077,2560
5430100,6343261,1049996,4862,10546,2540
5430200,6343255,1050045,4869,10392,2530
5430300,6343250,1050094,4876,10329,2520
5430400,6343244,1050143,4880,10350,2500
5430500,6343239,1050192,4886,10434,2490
5430600,6343233,1050240,4892,10592,2480
5430700,6343226,1050289,4895,10791,2460
5430800,6343219,1050336,4901,11003,2440
5430900,6343211,1050383,4907,11216,2430
5431000,6343202,1050430,4909,11408,2420
5431100,6343192,1050476,4908,11514,2410
5431200,6343183,1050522,4914,11560,2390
5431300,6343173,1050567,4922,11567,2370
5431400,6343163,1050613,4927,11569,2350
5431500,6343153,1050659,4935,11570,2340
5431600,6343143,1050705,4944,11569,2320
5431700,6343133,1050751,4951,11574,2300
5431800,6343123,1050797,4960,11574,2280
5431900,6343113,1050843,4967,11576,2260
5432000,6343103,1050889,4974,11582,2240
5432100,6343093,1050935,4981,11631,2220
5432200,6343082,1050981,4989,11700,2200
5432300,6343072,1051026,4995,11791,2180
5432400,6343061,1051072,5001,11878,2160
5432500,6343049,1051117,5006,11979,2150
5432600,6343038,1051161,5012,12068,2140
5432700,6343026,1051205,5015,12156,2120
5432800,6343013,1051249,5017,12255,2110
5432900,6343000,1051292,5020,12339,2100
5433000,6342987,1051335,5024,12432,2080
5433100,6342974,1051378,5029,12532,2070
5433200,6342961,1051420,5033,12611,2060
5433300,6342947,1051461,5038,12712,2050
5433400,6342932,1051503,5043,12806,2040
5433500,6342918,1051543,5047,12888,2020
5433600,6342903,1051583,5054,12984,2000
5433700,6342888,1051623,5060,13076,1990
5433800,6342872,1051662,5066,13164,1960
5433900,6342856,1051701,5074,13256,1940
5434000,6342840,1051739,5079,13297,1910
5434100,6342824,1051777,5086,13309,1890
5434200,6342808,1051816,5091,13306,1870
5434300,6342792,1051854,5095,13291,1860
5434400,6342776,1051893,5101,13212,1840
5434500,6342760,1051932,5102,13057,1830
5434600,6342745,1051973,5107,12828,1820
5434700,6342731,1052015,5108,12574,1800
5434800,6342718,1052058,5112,12293,1790
5434900,6342705,1052103,5113,12024,1760
5435000,6342694,1052149,5118,11766,1740
5435100,6342683,1052196,5126,11500,1720
5435200,6342674,1052245,5133,11231,1690
5435300,6342665,1052294,5139,10965,1670
5435400,6342658,1052345,5148,10686,1660
5435500,6342652,1052396,5153,10384,1640
5435600,6342647,1052448,5161,10072,1620
5435700,6342643,1052500,5166,9745,1600
5435800,6342641,1052553,5172,9412,1580
5435900,6342640,1052607,5178,9091,1560
5440000,6342640,1052660,5182,8767,1550
5440100,6342642,1052714,5188,8440,1540
5440200,6342645,1052767,5192,8132,1530
5440300,6342649,1052819,5197,7875,1520
5440400,6342654,1052872,5200,7612,1520
5440500,6342661,1052924,5199,7355,1510
5440600,6342668,1052975,5202,7095,1500
5440700,6342677,1053025,5200,6840,1490
5440800,6342686,1053074,5198,6582,1480
5440900,6342697,1053123,5201,6405,1480
5441000,6342708,1053171,5200,6330,1470
5441100,6342719,1053219,5201,6319,1470
5441200,6342730,1053266,5198,6297,1470
5441300,6342741,1053314,5198,6186,1460
5441400,6342753,1053361,5195,6047,1460
5441500,6342765,1053407,5191,6000,1450
5441600,6342777,1053453,5187,5972,1440
5441700,6342789,1053499,5185,5977,1440
5441800,6342801,1053546,5182,5968,1440
5441900,6342813,1053592,5178,5961,1440
5442000,6342826,1053638,5177,5945,1440
5442100,6342838,1053683,5158,5929,1440
5442200,6342850,1053729,5105,5905,1440
5442300,6342863,1053773,5058,5885,1450
5442400,6342875,1053818,5011,5834,1460
5442500,6342887,1053861,4937,5817,1450
5442600,6342899,1053904,4882,5788,1440
5442700,6342911,1053946,4815,5803,1430
5442800,6342923,1053988,4754,5818,1420
5442900,6342934,1054029,4677,5847,1400
5443000,6342946,1054070,4598,5882,1390
5443100,6342957,1054110,4514,5911,1370
5443200,6342967,1054150,4441,5928,1360
5443300,6342978,1054189,4390,5971,1350
5443400,6342988,1054227,4356,5980,1330
5443500,6342998,1054266,4339,6030,1320
5443600,6343008,1054305,4328,6132,1300
5443700,6343017,1054344,4322,6324,1290
5443800,6343026,1054384,4318,6614,1280
5443900,6343033,1054426,4317,6991,1270
5444000,6343040,1054468,4320,7388,1260
5444100,6343044,1054511,4325,7802,1240
5444200,6343048,1054555,4332,8211,1230
5444300,6343050,1054599,4344,8621,1210
5444400,6343050,1054644,4355,9040,1200
5444500,6343049,1054689,4382,9438,1180
5444600,6343047,1054733,4378,9874,1160
5444700,6343043,1054778,4397,10296,1140
5444800,6343038,1054821,4411,10727,1130
5444900,6343031,1054864,4422,11157,1110
5445000,6343023,1054906,4434,11524,1090
5445100,6343013,1054947,4443,11794,1070
5445200,6343003,1054987,4452,11916,1060
5445300,6342993,1055027,4467,11876,1040
5445400,6342983,1055068,4484,11723,1020
5445500,6342974,1055109,4503,11480,1000
5445600,6342966,1055152,4522,11217,980
5445700,6342958,1055195,4540,10941,960
5445800,6342952,1055240,4559,10664,940
5445900,6342946,1055285,4575,10393,920
5450000,6342941,1055331,4593,10118,910
5450100,6342938,1055378,4612,9837,900
5450200,6342935,1055425,4633,9547,880
5450300,6342933,1055473,4652,9270,870
5450400,6342933,1055521,4666,8988,850
5450500,6342934,1055569,4693,8706,840
5450600,6342935,1055617,4708,8415,830
5450700,6342938,1055666,4733,8133,820
5450800,6342942,1055714,4751,7839,810
5450900,6342947,1055761,4768,7551,800
5451000,6342953,1055809,4784,7262,800
5451100,6342960,1055855,4801,6963,800
5451200,6342969,1055901,4815,6669,800
5451300,6342978,1055946,4828,6379,800
5451400,6342989,1055990,4838,6087,800
5451500,6343000,1056033,4849,5799,800
5451600,6343013,1056075,4858,5506,810
5451700,6343026,1056115,4869,5199,810
5451800,6343040,1056154,4876,4891,820
5451900,6343056,1056191,4882,4573,820
5452000,6343072,1056225,4887,4256,820
5452100,6343089,1056258,4890,3942,820
5452200,6343107,1056289,4893,3708,820
5452300,6343126,1056319,4899,3592,820
5452400,6343144,1056349,4896,3614,820
5452500,6343162,1056379,4895,3753,970
5452600,6343180,1056410,4895,3991,990
5452700,6343197,1056443,4894,4287,1010
5452800,6343213,1056478,4888,4596,1030
5452900,6343229,1056515,4885,4895,1060
5453000,6343243,1056554,4884,5199,1080
5453100,6343256,1056595,4884,5497,1100
5453200,6343269,1056636,4883,5805,1120
5453300,6343280,1056680,4878,6092,1120
5453400,6343291,1056724,4888,6407,1120
5453500,6343300,1056770,4893,6654,1130
5453600,6343309,1056817,4902,6818,1130
5453700,6343317,1056864,4914,6882,1120
5453800,6343325,1056911,4928,6862,1110
5454000,6343343,1057006,4946,6796,1090
5454100,6343352,1057053,4967,6721,1080
5454200,6343361,1057100,4988,6625,1070
5454300,6343371,1057146,5014,6531,1050
5454400,6343381,1057193,5039,6445,1040
5454500,6343392,1057240,5063,6346,1030
5454600,6343403,1057286,5089,6252,1010
5454700,6343415,1057332,5113,6151,1000
5454800,6343427,1057378,5113,6151,990
5454900,6343439,1057424,5113,6151,980
5455000,6343452,1057470,5113,6151,970
5455100,6343465,1057515,5211,5751,960
5455200,6343478,1057560,5211,5751,960
5455300,6343492,1057604,5211,5751,960
5455400,6343506,1057648,5211,5751,960
5455500,6343521,1057692,5211,5751,950
5455600,6343536,1057736,5316,5307,960
5455700,6343551,1057779,5316,5307,960
5455800,6343567,1057822,5316,5307,960
5455900,6343583,1057864,5316,5307,950
5460000,6343599,1057905,5316,5307,950
5460100,6343616,1057946,5338,4873,960
5460200,6343632,1057987,5338,4873,960
5460300,6343649,1058026,5338,4873,960
5460400,6343666,1058066,5338,4873,960
5460500,6343684,1058104,5338,4873,960
5460600,6343701,1058143,5312,4524,960
5460700,6343718,1058183,5312,4524,960
5460800,6343734,1058223,5312,4524,960
5460900,6343750,1058265,5312,4524,960
5461000,6343765,1058308,5312,4524,960
5461100,6343780,1058352,5284,5283,970
5461200,6343793,1058397,5280,5488,980
5461300,6343806,1058442,5272,5673,970
5461400,6343819,1058489,5264,5818,980
5461500,6343831,1058535,5255,5893,980
5461600,6343844,1058581,5245,5927,990
5461700,6343856,1058628,5238,5938,990
5461800,6343868,1058674,5229,5940,990
5461900,6343881,1058720,5225,5932,990
5462000,6343893,1058767,5219,5936,1000
5462100,6343905,1058813,5216,5923,1010
5462200,6343918,1058859,5210,5929,1020
5462300,6343930,1058905,5202,5926,1020
5462400,6343942,1058951,5195,5936,1010
5462500,6343954,1058997,5187,5944,1010
5462600,6343966,1059043,5182,5938,1010
5462700,6343979,1059089,5176,5940,1040
5462800,6343991,1059134,5179,5899,1050
5462900,6344003,1059180,5167,5935,1050
5463000,6344015,1059226,5159,5935,1060
5463100,6344027,1059272,5141,5940,1060
5463200,6344039,1059317,5133,5941,1070
5463300,6344051,1059363,5123,5941,1080
5463400,6344063,1059408,5108,5954,1080
5463500,6344075,1059453,5108,5954,1080
5463600,6344086,1059498,4996,6067,1090
5463700,6344097,1059543,4944,6163,1080
5463800,6344108,1059588,4878,6263,1080
5463900,6344118,1059632,4811,6338,1080
5464000,6344128,1059676,4811,6338,1070
5464100,6344137,1059720,4671,6515,1070
5464200,6344146,1059764,4591,6562,1060
5464300,6344154,1059806,4508,6601,1060
5464400,6344163,1059848,4434,6627,1050
5464500,6344171,1059890,4434,6627,1050
5464600,6344179,1059931,4350,6654,1050
5464700,6344187,1059972,4321,6666,1060
5464800,6344194,1060013,4298,6686,1060
5464900,6344202,1060054,4282,6771,1070
5465000,6344209,1060095,4282,6771,1090
5465100,6344215,1060136,4253,7349,1090
5465200,6344220,1060178,4237,7774,1100
5465300,6344223,1060221,4223,8220,1100
5465400,6344225,1060265,4210,8659,1110
5465500,6344225,1060308,4210,8659,1110
5465600,6344224,1060351,4184,9548,1110
5465700,6344221,1060393,4175,9990,1110
5465800,6344217,1060435,4164,10419,1080
5465900,6344211,1060477,4152,10836,1050
5470000,6344204,1060516,4152,10836,1030
5470100,6344196,1060555,4138,11697,1000
5470200,6344186,1060592,4131,12140,970
5470300,6344175,1060628,4132,12559,950
5470400,6344163,1060661,4132,12990,930
5470500,6344150,1060693,4132,12990,890
5470600,6344136,1060722,4143,13840,860
5470700,6344121,1060749,4137,14285,830
5470800,6344105,1060773,4143,14714,800
5470900,6344088,1060794,4146,15144,770
5471000,6344070,1060813,4146,15144,740
5471100,6344052,1060829,4156,15932,710
5471200,6344033,1060843,4160,16202,680
5471300,6344015,1060855,4165,16372,650
5471400,6343996,1060867,4170,16438,630
5471500,6343977,1060878,4170,16438,610
5471600,6343958,1060889,4185,16445,600
5471700,6343939,1060900,4190,16407,600
5471800,6343920,1060912,4193,16254,600
5471900,6343902,1060926,4202,15939,600
5472000,6343884,1060943,4202,15939,600
5472100,6343866,1060962,4197,15092,590
5472200,6343849,1060984,4197,14649,590
5472300,6343833,1061009,4197,14209,590
5472400,6343818,1061037,4194,13762,590
5472500,6343805,1061067,4194,13762,590
5472600,6343792,1061100,4187,12886,590
5472700,6343780,1061134,4183,12454,590
5472800,6343770,1061171,4174,12018,590
5472900,6343760,1061209,4168,11584,590
5473000,6343753,1061248,4168,11584,600
5473100,6343746,1061288,4151,10721,610
5473200,6343741,1061330,4141,10284,610
5473300,6343738,1061371,4131,9854,620
5473400,6343736,1061414,4119,9411,630
5473500,6343735,1061456,4108,8985,650
5473600,6343736,1061498,4096,8554,660
5473700,6343738,1061540,4083,8108,680
5473800,6343742,1061581,4071,7675,690
5473900,6343747,1061622,4059,7274,710
5474000,6343753,1061661,4053,6978,720
5474100,6343760,1061700,4046,6811,730
5474200,6343767,1061739,4040,6752,730
5474300,6343774,1061777,4037,6734,740
5474400,6343782,1061815,4031,6739,750
5474500,6343789,1061854,4028,6744,760
5474600,6343796,1061892,4025,6746,770
5474700,6343803,1061930,4022,6742,780
5474800,6343811,1061969,4024,6741,790
5474900,6343818,1062007,4020,6753,800
5475000,6343825,1062045,4018,6748,810
5475100,6343832,1062083,4014,6748,810
5475200,6343839,1062121,4011,6749,820
5475300,6343847,1062160,4007,6741,830
5475400,6343854,1062198,4008,6745,840
5475500,6343861,1062236,4006,6740,850
5475600,6343868,1062274,4006,6748,850
5475700,6343875,1062312,4008,6747,860
5475800,6343882,1062350,4009,6748,870
5475900,6343890,1062388,4012,6746,870
5480000,6343897,1062426,4017,6743,880
5480100,6343904,1062465,4022,6746,880
5480200,6343911,1062503,4029,6746,890
5480300,6343918,1062541,4039,6742,900
5480400,6343926,1062580,4045,6748,900
5480500,6343933,1062618,4055,6743,910
5480600,6343940,1062657,4064,6745,920
5480700,6343948,1062696,4073,6710,930
5480800,6343955,1062734,4081,6633,940
5480900,6343963,1062772,4089,6458,950
5481000,6343971,1062810,4103,6225,960
5481100,6343981,1062847,4112,5955,970
5481200,6343991,1062883,4126,5684,970
5481300,6344002,1062918,4139,5416,980
5481400,6344013,1062952,4152,5141,980
5481500,6344026,1062985,4167,4872,990
5481600,6344039,1063016,4178,4629,1010
5481700,6344053,1063047,4192,4429,1020
5481800,6344067,1063077,4203,4308,1040
5481900,6344081,1063106,4212,4248,1050
5482000,6344096,1063135,4219,4216,1070
5482100,6344110,1063164,4227,4203,1090
5482200,6344125,1063193,4230,4201,1100
5482300,6344140,1063222,4227,4213,1130
5482400,6344154,1063252,4232,4267,1150
5482500,6344168,1063281,4234,4438,1170
5482600,6344182,1063313,4235,4726,1200
5482700,6344195,1063346,4231,5076,1220
5482800,6344207,1063380,4227,5460,1240
5482900,6344218,1063416,4220,5850,1260
5483000,6344227,1063454,4215,6236,1280
5483100,6344236,1063493,4208,6620,1300
5483200,6344243,1063534,4201,7002,1320
5483300,6344249,1063575,4197,7390,1340
5483400,6344254,1063617,4189,7769,1360
5483500,6344257,1063659,4180,8126,1380
5483600,6344259,1063702,4176,8527,1400
5483700,6344260,1063745,4172,8900,1410
5483800,6344260,1063788,4167,9290,1430
5483900,6344258,1063830,4160,9666,1440
5484000,6344255,1063873,4156,10042,1460
5484100,6344251,1063915,4148,10427,1480
5484200,6344245,1063956,4141,10802,1500
5484300,6344239,1063996,4137,11188,1510
5484400,6344231,1064035,4128,11563,1520
5484500,6344222,1064073,4123,11954,1520
5484600,6344212,1064109,4116,12268,1520
5484700,6344201,1064144,4116,12461,1530
5484800,6344190,1064179,4115,12544,1530
5484900,6344178,1064213,4116,12484,1530
5485000,6344167,1064249,4121,12340,1530
5485100,6344157,1064284,4129,12099,1530
5485200,6344148,1064322,4137,11797,1530
5485300,6344139,1064360,4151,11481,1520
5485400,6344131,1064399,4161,11162,1520
5485500,6344124,1064440,4172,10845,1510
5485600,6344119,1064481,4185,10529,1500
5485700,6344114,1064523,4197,10211,1490
5485800,6344110,1064566,4210,9895,1490
5485900,6344108,1064609,4223,9575,1480
5490000,6344106,1064652,4238,9250,1480
5490100,6344106,1064696,4247,8936,1470
5490200,6344107,1064740,4258,8607,1480
5490300,6344108,1064784,4266,8295,1470
5490400,6344111,1064827,4275,7960,1470
5490500,6344116,1064870,4279,7652,1470
5490600,6344121,1064913,4286,7437,1460
5490700,6344126,1064956,4287,7315,1450
5490800,6344132,1064998,4287,7347,1440
5490900,6344137,1065041,4291,7526,1440
5491000,6344142,1065084,4297,7845,1450
5491100,6344145,1065127,4305,8186,1460
5491200,6344147,1065171,4302,8597,1470
5491300,6344148,1065216,4297,9075,1460
5491400,6344147,1065260,4303,9469,1430
5491500,6344144,1065304,4306,9857,1410
5491600,6344140,1065348,4313,10251,1380
5491700,6344135,1065391,4313,10642,1370
5491800,6344128,1065433,4369,11226,1310
5491900,6344120,1065474,4333,11465,1280
