tid,lat,lon,speed,course,alt
6400100,6343744,1042011,3283,8244,1080
6400200,6343746,1042044,3326,8166,1080
6400300,6343748,1042079,3365,7987,1090
6400400,6343751,1042113,3400,7847,1100
6400500,6343755,1042147,3432,7692,1120
6400600,6343759,1042182,3458,7544,1140
6400700,6343763,1042216,3473,7321,1140
6400800,6343768,1042251,3493,7221,1140
6400900,6343773,1042285,3512,7052,1180
6401000,6343779,1042319,3518,6886,1190
6401100,6343785,1042353,3520,6726,1190
6401200,6343791,1042386,3527,6541,1190
6401300,6343799,1042419,3531,6372,1190
6401400,6343806,1042451,3538,6221,1190
6401500,6343814,1042483,3538,6051,1190
6401600,6343822,1042515,3538,5917,1310
6401700,6343831,1042546,3538,5807,1320
6401800,6343840,1042577,3536,5741,1340
6401900,6343848,1042607,3536,5716,1360
6402000,6343857,1042638,3536,5721,1380
6402100,6343866,1042669,3536,5743,1400
6402200,6343875,1042699,3532,5793,1420
6402300,6343884,1042730,3531,5852,1450
6402400,6343892,1042761,3523,5917,1470
6402500,6343900,1042793,3519,5979,1500
6402600,6343909,1042824,3512,6058,1530
6402800,6343924,1042887,3505,6127,1580
6402900,6343932,1042919,3496,6186,1600
6403000,6343939,1042951,3491,6264,1620
6403100,6343946,1042984,3483,6330,1640
6403200,6343953,1043016,3479,6410,1660
6403300,6343960,1043048,3473,6468,1690
6403400,6343967,1043081,3466,6533,1710
6403500,6343973,1043113,3461,6592,1740
6403600,6343979,1043146,3460,6660,1760
6403700,6343985,1043179,3460,6660,1800
6403800,6343991,1043212,3460,6660,1840
6403900,6343996,1043245,3460,6660,1880
6404000,6344002,1043279,3460,6660,1910
6404100,6344007,1043312,3421,7079,1940
6404200,6344012,1043345,3421,7079,1960
6404300,6344017,1043379,3421,7079,1980
6404400,6344021,1043412,3421,7079,2000
6404500,6344026,1043446,3421,7079,2020
6404600,6344030,1043479,3393,7409,2040
6404700,6344034,1043513,3393,7409,2060
6404800,6344038,1043547,3393,7409,2090
6404900,6344041,1043581,3393,7409,2110
6405000,6344045,1043615,3393,7409,2130
6405100,6344048,1043649,3388,7747,2160
6405200,6344051,1043683,3391,7815,2180
6405300,6344054,1043717,3391,7887,2200
6405400,6344057,1043752,3389,7956,2230
6405500,6344059,1043786,3393,8007,2250
6405600,6344062,1043821,3395,8099,2270
6405700,6344064,1043855,3398,8164,2300
6405800,6344066,1043890,3401,8234,2320
6405900,6344068,1043925,3408,8298,2340
6410000,6344069,1043960,3415,8362,2370
6410100,6344071,1043995,3423,8432,2390
6410200,6344072,1044031,3434,8508,2410
6410300,6344073,1044066,3440,8579,2440
6410400,6344074,1044102,3451,8640,2460
6410500,6344074,1044137,3460,8715,2480
6410600,6344075,1044173,3482,8847,2500
6410700,6344075,1044209,3483,8929,2530
6410800,6344075,1044245,3492,8988,2550
6410900,6344075,1044281,3501,9072,2580
6411000,6344075,1044317,3501,9072,2600
6411100,6344074,1044353,3463,9298,2630
6411200,6344073,1044389,3518,9297,2650
6411300,6344072,1044425,3522,9361,2670
6411400,6344071,1044461,3528,9419,2690
6411500,6344070,1044498,3528,9419,2710
6411600,6344068,1044534,3555,9572,2730
6411700,6344066,1044571,3566,9665,2760
6411800,6344064,1044607,3575,9724,2780
6411900,6344062,1044644,3591,9798,2800
6412000,6344060,1044680,3591,9798,2830
6412100,6344057,1044717,3611,9940,2850
6412200,6344054,1044754,3623,10020,2880
6412300,6344051,1044791,3627,10089,2900
6412400,6344047,1044827,3641,10178,2920
6412500,6344044,1044864,3641,10178,2950
6412600,6344040,1044901,3655,10312,2970
6412700,6344036,1044937,3661,10394,2990
6412800,6344032,1044974,3674,10473,3010
6412900,6344027,1045010,3683,10550,3030
6413000,6344022,1045047,3683,10550,3050
6413100,6344017,1045083,3699,10698,3080
6413200,6344012,1045120,3705,10775,3100
6413300,6344007,1045156,3715,10852,3120
6413400,6344001,1045192,3722,10925,3150
6413500,6343995,1045229,3722,10925,3180
6413600,6343989,1045265,3739,11059,3200
6413700,6343983,1045301,3746,11158,3230
6413800,6343976,1045336,3752,11224,3260
6413900,6343970,1045372,3758,11306,3280
6414000,6343963,1045408,3758,11306,3310
6414100,6343955,1045443,3770,11444,3340
6414200,6343948,1045478,3775,11544,3370
6414300,6343940,1045513,3780,11604,3400
6414400,6343933,1045548,3785,11694,3420
6414500,6343924,1045583,3785,11694,3450
6414600,6343916,1045617,3802,11842,3480
6414700,6343908,1045651,3808,11911,3510
6414800,6343899,1045685,3817,11980,3550
6414900,6343890,1045719,3808,12066,3590
6415000,6343881,1045753,3813,12117,3630
6415100,6343871,1045786,3817,12144,3660
6415200,6343862,1045820,3822,12160,3680
6415300,6343853,1045853,3824,12178,3710
6415400,6343843,1045887,3834,12167,3740
6415500,6343834,1045920,3813,12175,3750
6415600,6343824,1045953,3836,12173,3770
6415700,6343815,1045987,3836,12178,3790
6415800,6343806,1046020,3837,12165,3800
6415900,6343796,1046054,3837,12174,3810
6420000,6343787,1046088,3841,12168,3820
6420100,6343777,1046121,3847,12180,3820
6420200,6343768,1046155,3846,12161,3830
6420300,6343759,1046188,3856,12182,3830
6420400,6343749,1046222,3864,12181,3830
6420500,6343740,1046256,3870,12179,3840
6420600,6343730,1046290,3875,12172,3850
6420700,6343721,1046324,3883,12172,3850
6420800,6343711,1046358,3882,12175,3850
6420900,6343702,1046392,3884,12171,3860
6421000,6343692,1046426,3883,12157,3860
6421100,6343683,1046460,3881,12097,3860
6421200,6343674,1046494,3880,11977,3870
6421300,6343665,1046529,3878,11778,3870
6421400,6343657,1046565,3874,11555,3870
6421500,6343649,1046601,3874,11316,3870
6421600,6343643,1046638,3872,11072,3870
6421700,6343637,1046676,3870,10839,3870
6421800,6343631,1046714,3867,10597,3870
6421900,6343627,1046752,3866,10357,3870
6422000,6343623,1046791,3866,10121,3860
6422100,6343620,1046830,3865,9921,3860
6422200,6343617,1046870,3866,9780,3850
6422300,6343615,1046909,3866,9715,3850
6422400,6343613,1046949,3869,9676,3840
6422500,6343611,1046988,3870,9676,3840
6422600,6343609,1047028,3871,9641,3830
6422700,6343607,1047068,3871,9545,3820
6422800,6343605,1047107,3871,9394,3810
6422900,6343604,1047147,3878,9173,3800
6423000,6343604,1047187,3881,8936,3780
6423100,6343605,1047227,3886,8692,3760
6423200,6343606,1047267,3896,8494,3740
6423300,6343608,1047307,3911,8331,3710
6423400,6343610,1047347,3925,8212,3680
6423500,6343613,1047387,3942,8102,3660
6423600,6343616,1047428,3960,8002,3640
6423700,6343620,1047468,3977,7892,3610
6423800,6343623,1047508,3996,7801,3590
6423900,6343627,1047548,4014,7735,3560
6424000,6343632,1047589,4031,7692,3540
6424100,6343636,1047629,4051,7691,3510
6424200,6343640,1047670,4063,7719,3480
6424300,6343644,1047711,4078,7787,3460
6424400,6343648,1047752,4090,7898,3440
6424500,6343651,1047794,4103,8053,3410
6424600,6343654,1047836,4112,8204,3390
6424700,6343657,1047878,4121,8364,3370
6424800,6343659,1047920,4128,8519,3350
6424900,6343660,1047963,4136,8683,3330
6425000,6343661,1048005,4144,8840,3310
6425100,6343661,1048048,4148,8983,3300
6425200,6343661,1048091,4156,9084,3280
6425300,6343661,1048134,4164,9156,3260
6425400,6343660,1048177,4176,9202,3250
6425500,6343659,1048220,4186,9257,3240
6425600,6343658,1048263,4198,9303,3230
6425700,6343657,1048306,4207,9340,3210
6425800,6343656,1048349,4219,9357,3190
6425900,6343655,1048393,4218,9445,3190
6430000,6343653,1048436,4235,9474,3180
6430100,6343651,1048480,4235,9537,3170
6430200,6343649,1048523,4241,9648,3160
6430300,6343647,1048567,4248,9794,3140
6430400,6343644,1048610,4255,9952,3140
6430500,6343640,1048653,4260,10117,3110
6430600,6343636,1048696,4267,10279,3110
6430700,6343631,1048739,4276,10442,3110
6430800,6343626,1048782,4281,10607,3110
6430900,6343620,1048824,4291,10764,3110
6431000,6343614,1048866,4297,10928,3010
6431100,6343607,1048907,4309,11081,2990
6431200,6343600,1048949,4315,11210,2970
6431300,6343592,1048990,4324,11380,2970
6431400,6343584,1049031,4329,11389,2960
6431600,6343567,1049112,4338,11475,2940
6431700,6343558,1049152,4345,11551,2930
6431800,6343549,1049192,4352,11648,2920
6431900,6343539,1049231,4359,11810,2900
6432000,6343528,1049269,4369,12052,2890
6432100,6343516,1049306,4377,12370,2880
6432200,6343503,1049341,4376,12724,2860
6432300,6343489,1049374,4386,13050,2850
6432400,6343475,1049405,4395,13403,2850
6432500,6343459,1049435,4395,13403,2840
6432600,6343443,1049463,4401,14055,2830
6432700,6343427,1049490,4401,14055,2820
6432800,6343410,1049516,4401,14055,2810
6432900,6343394,1049543,4401,14055,2800
6433000,6343378,1049571,4401,14055,2800
6433100,6343362,1049600,4397,14015,2790
6433200,6343348,1049632,4397,14015,2780
6433300,6343334,1049666,4397,14015,2760
6433400,6343321,1049701,4397,14015,2750
6433500,6343309,1049738,4397,14015,2740
6433600,6343299,1049777,4409,12361,2730
6433700,6343289,1049817,4415,12028,2720
6433800,6343280,1049858,4421,11679,2700
6433900,6343272,1049900,4425,11333,2680
6434000,6343266,1049943,4429,11013,2670
6434100,6343260,1049987,4436,10759,2660
6434200,6343255,1050032,4444,10546,2650
6434300,6343250,1050076,4451,10400,2640
6434400,6343245,1050121,4461,10339,2640
6434500,6343240,1050166,4461,10339,2630
6434600,6343235,1050210,4474,10523,2620
6434700,6343229,1050255,4476,10694,2600
6434800,6343223,1050298,4482,10878,2590
6434900,6343216,1050342,4487,11071,2570
6435000,6343208,1050385,4487,11071,2560
6435100,6343200,1050427,4498,11433,2540
6435200,6343191,1050469,4502,11525,2530
6435300,6343182,1050511,4492,11563,2510
6435400,6343173,1050553,4479,11569,2500
6435500,6343164,1050594,4479,11569,2480
6435600,6343155,1050636,4429,11571,2470
6435700,6343146,1050676,4397,11572,2450
6435800,6343138,1050717,4363,11572,2440
6435900,6343129,1050757,4325,11575,2430
6440000,6343120,1050797,4325,11575,2410
6440100,6343112,1050837,4244,11575,2400
6440200,6343103,1050876,4202,11580,2380
6440300,6343095,1050915,4160,11620,2370
6440400,6343086,1050953,4115,11670,2360
6440500,6343078,1050990,4115,11670,2350
6440600,6343069,1051027,4026,11814,2340
6440700,6343060,1051063,3983,11880,2330
6440800,6343051,1051099,3935,11960,2320
6440900,6343042,1051134,3887,12021,2310
6441000,6343033,1051168,3887,12021,2300
6441100,6343024,1051201,3758,12168,2290
6441200,6343015,1051233,3674,12235,2280
6441300,6343005,1051265,3580,12301,2270
6441400,6342997,1051295,3477,12365,2270
6441500,6342988,1051324,3477,12365,2260
6441600,6342979,1051352,3262,12481,2250
6441700,6342970,1051379,3158,12573,2250
6441800,6342962,1051404,3048,12595,2240
6441900,6342954,1051429,2945,12651,2230
6442000,6342946,1051453,2945,12651,2220
6442100,6342938,1051476,2744,12759,2210
6442200,6342930,1051497,2645,12807,2210
6442300,6342923,1051518,2554,12858,2200
6442400,6342916,1051538,2478,12904,2190
6442500,6342908,1051557,2413,12945,2180
6442600,6342901,1051576,2355,12993,2180
6442700,6342894,1051594,2293,13035,2170
6442800,6342888,1051612,2241,13072,2160
6442900,6342881,1051629,2202,13111,2150
6443000,6342874,1051645,2160,13170,2150
6443100,6342868,1051662,2121,13189,2140
6443200,6342861,1051677,2082,13221,2130
6443300,6342855,1051693,2046,13248,2120
6443400,6342848,1051708,2005,13271,2120
6443500,6342842,1051723,1966,13283,2110
6443600,6342836,1051737,1924,13290,2100
6443700,6342830,1051751,1881,13290,2100
6443800,6342824,1051765,1835,13295,2090
6443900,6342819,1051779,1787,13292,2090
6444000,6342813,1051792,1735,13300,2080
6444100,6342808,1051804,1684,13288,2080
6444200,6342802,1051817,1633,13288,2070
6444300,6342797,1051829,1579,13281,2070
6444400,6342792,1051840,1525,13274,2060
6444500,6342788,1051851,1472,13249,2060
6444600,6342783,1051862,1417,13228,2050
6444700,6342779,1051872,1360,13203,2050
6444800,6342775,1051882,1304,13169,2050
6444900,6342771,1051892,1247,13142,2040
6445000,6342767,1051901,1190,13093,2040
6445100,6342764,1051910,1133,13060,2040
6445200,6342761,1051918,1079,13003,2030
6445300,6342757,1051926,1028,12966,2030
6445400,6342755,1051934,979,12919,2030
6445500,6342752,1051942,931,12871,2030
6445600,6342749,1051949,883,12828,2020
6445700,6342747,1051955,836,12794,2020
6445800,6342745,1051962,790,12736,2020
6445900,6342742,1051968,744,12710,2020
6450000,6342740,1051974,698,12669,2020
6450100,6342739,1051979,653,12626,2010
6450200,6342737,1051984,610,12599,2010
6450300,6342735,1051989,569,12549,2010
6450400,6342734,1051993,528,12515,2010
6450500,6342733,1051997,486,12492,2010
6450600,6342731,1052001,445,12464,2010
6450700,6342730,1052004,408,12432,2010
6450800,6342729,1052007,379,12401,2000
6450900,6342728,1052010,352,12383,2000
6451000,6342728,1052013,325,12365,2000
6451100,6342727,1052015,299,12329,1990
6451200,6342726,1052018,274,12322,1990
6451300,6342725,1052020,249,12297,1980
6451400,6342725,1052021,214,12245,1980
6451500,6342724,1052023,0,12245,1980
6451600,6342724,1052023,0,12245,1980
6451700,6342724,1052023,0,12245,1980
6451800,6342724,1052023,0,12245,1980
6451900,6342724,1052023,0,12245,1980
6452000,6342724,1052023,0,12245,1980
6452100,6342724,1052023,0,12245,1980
6452200,6342724,1052023,0,12245,1980
6452300,6342724,1052023,0,12245,1980
6452400,6342724,1052023,0,12245,1980
6452500,6342724,1052023,0,12245,1980
6452600,6342724,1052023,0,12245,1980
6452700,6342724,1052023,0,12245,1980
6452800,6342724,1052023,0,12245,1980
6452900,6342724,1052023,0,12245,1980
6453000,6342724,1052023,0,12245,1980
6453100,6342724,1052023,0,12245,1980
6453200,6342724,1052023,0,12245,1980
6453300,6342724,1052023,0,12245,1980
6453400,6342724,1052023,0,12245,1980
6453500,6342724,1052023,0,12245,1980
6453600,6342724,1052023,0,12245,1980
6453700,6342724,1052023,0,12245,1980
6453800,6342724,1052023,0,12245,1980
6453900,6342724,1052023,0,12245,1980
6454000,6342724,1052023,0,12245,1980
6454100,6342724,1052023,0,12245,1980
6454200,6342724,1052023,0,12245,1980
6454300,6342724,1052023,0,12245,1980
6454400,6342724,1052023,0,12245,1980
6454500,6342724,1052023,0,12245,1980
6454600,6342724,1052023,0,12245,1980
6454700,6342724,1052023,0,12245,1980
6454800,6342724,1052023,0,12245,1980
6454900,6342724,1052023,0,12245,1980
6455000,6342724,1052023,0,12245,1980
6455100,6342724,1052023,0,12245,1980
6455200,6342724,1052023,0,12245,1980
6455300,6342724,1052023,0,12245,1980
6455400,6342724,1052023,0,12245,1980
6455600,6342724,1052023,0,12245,1980
6455700,6342724,1052023,0,12245,1980
6455800,6342724,1052023,0,12245,1980
6455900,6342724,1052023,0,12245,1980
6460000,6342724,1052023,0,12245,1980
6460100,6342724,1052023,0,12245,1980
6460200,6342724,1052023,0,12245,1980
6460300,6342724,1052023,0,12245,1980
6460400,6342724,1052023,0,12245,1980
6460500,6342724,1052023,0,12245,1980
6460600,6342724,1052023,0,12245,1980
6460700,6342724,1052023,0,12245,1980
6460800,6342724,1052023,0,12245,1980
6460900,6342724,1052023,0,12245,1980
6461000,6342724,1052023,0,12245,1980
6461100,6342724,1052023,0,12245,1980
6461200,6342724,1052023,0,12245,1980
6461300,6342724,1052023,0,12245,1980
6461400,6342724,1052023,0,12245,1980
6461500,6342724,1052023,0,12245,1980
6461600,6342724,1052023,0,12245,1980
6461700,6342724,1052023,0,12245,1980
6461800,6342724,1052023,0,12245,1980
6461900,6342724,1052023,0,12245,1980
6462000,6342724,1052023,0,12245,1980
6462100,6342724,1052023,0,23021200,1980
6462200,6342724,1052023,0,23021200,1980
6462300,6342724,1052023,0,23021200,1980
6462400,6342724,1052023,0,23021200,1980
6462500,6342724,1052023,0,23021200,1980
6462600,6342724,1052023,0,23021200,1980
6462700,6342724,1052023,0,23021200,1980
6462800,6342724,1052023,0,23021200,1980
6462900,6342724,1052023,0,23021200,1980
6463000,6342723,1052028,0,23021200,1860
6463100,6342722,1052031,292,12193,1860
6463200,6342721,1052034,343,12182,1860
6463300,6342720,1052037,392,12178,1860
6463400,6342719,1052041,440,12158,1860
6463500,6342717,1052046,490,12151,1850
6463600,6342716,1052051,573,12126,1850
6463700,6342715,1052056,619,12087,1850
6463800,6342713,1052061,672,12067,1850
6463900,6342711,1052068,739,12043,1840
6464000,6342710,1052075,739,12043,1840
6464100,6342708,1052082,885,11973,1840
6464200,6342705,1052090,956,11923,1830
6464300,6342703,1052099,1022,11865,1830
6464400,6342701,1052109,1087,11815,1820
6464500,6342698,1052119,1087,11815,1820
6464600,6342696,1052130,1208,11699,1810
6464700,6342693,1052141,1267,11644,1810
6464800,6342691,1052153,1321,11577,1800
6464900,6342688,1052166,1376,11505,1800
6465000,6342685,1052179,1376,11505,1790
6465100,6342683,1052193,1480,11355,1790
6465200,6342680,1052207,1529,11281,1780
6465300,6342677,1052222,1579,11199,1780
6465400,6342674,1052237,1629,11120,1770
6465500,6342671,1052253,1629,11120,1760
6465600,6342669,1052270,1706,10957,1760
6465700,6342666,1052286,1733,10860,1750
6465800,6342664,1052304,1751,10764,1750
6465900,6342661,1052321,1760,10663,1740
6470000,6342659,1052338,1760,10663,1740
6470100,6342657,1052356,1780,10451,1730
6470200,6342655,1052374,1790,10353,1730
6470300,6342653,1052392,1797,10242,1720
6470400,6342651,1052410,1807,10139,1720
6470500,6342650,1052429,1807,10139,1710
6470600,6342648,1052447,1822,9918,1700
6470700,6342647,1052466,1831,9796,1700
6470800,6342646,1052485,1840,9677,1690
6470900,6342645,1052503,1848,9564,1680
6471000,6342644,1052523,1848,9564,1670
6471100,6342644,1052542,1864,9322,1660
6471200,6342643,1052561,1874,9210,1650
6471300,6342643,1052580,1883,9104,1640
6471400,6342643,1052600,1891,8977,1630
6471500,6342643,1052619,1891,8977,1630
6471600,6342643,1052639,1909,8742,1620
6471700,6342644,1052659,1916,8607,1610
6471800,6342645,1052679,1924,8492,1600
6471900,6342645,1052698,1934,8373,1590
6472000,6342646,1052718,1939,8260,1590
6472100,6342648,1052738,1947,8152,1580
6472200,6342649,1052758,1951,8059,1580
6472300,6342651,1052778,1958,7961,1570
6472400,6342652,1052798,1964,7858,1570
6472500,6342654,1052818,1965,7746,1570
6472600,6342656,1052837,1972,7657,1560
6472700,6342659,1052857,1974,7560,1560
6472800,6342661,1052877,1977,7462,1560
6472900,6342663,1052896,1978,7368,1550
6473000,6342666,1052916,1981,7270,1550
6473100,6342669,1052935,1984,7150,1540
6473200,6342672,1052955,1987,7076,1540
6473300,6342675,1052974,1987,6978,1530
6473400,6342678,1052993,1994,6889,1530
6473500,6342682,1053012,1997,6782,1530
6473600,6342685,1053031,2000,6675,1530
6473700,6342689,1053050,2003,6606,1530
6473800,6342693,1053069,2005,6499,1530
6473900,6342697,1053088,2007,6429,1530
6474000,6342701,1053106,2007,6385,1530
6474100,6342705,1053125,2012,6365,1530
6474200,6342709,1053144,2011,6345,1520
6474300,6342713,1053162,2014,6328,1520
6474400,6342718,1053181,2018,6345,1520
6474500,6342722,1053199,2020,6307,1520
6474600,6342726,1053218,2019,6342,1520
6474700,6342730,1053236,2019,6319,1510
6474800,6342735,1053255,2020,6250,1510
6474900,6342739,1053273,2018,6224,1510
6475000,6342743,1053292,2022,6164,1500
6475100,6342748,1053310,2022,6137,1500
6475200,6342752,1053328,2020,6081,1490
6475300,6342757,1053346,2018,6062,1490
6475400,6342762,1053364,2017,6029,1480
6475500,6342766,1053382,2020,6014,1470
6475600,6342771,1053401,2019,6010,1470
6475700,6342776,1053418,2021,5980,1470
6475800,6342780,1053436,2022,5980,1470
6475900,6342785,1053454,2024,6006,1470
6480000,6342790,1053473,2024,5993,1470
6480100,6342794,1053491,2026,5976,1480
6480200,6342799,1053509,2026,5986,1480
6480300,6342804,1053527,2027,5979,1490
6480400,6342809,1053545,2031,5966,1490
6480500,6342813,1053563,2042,5971,1500
6480600,6342818,1053581,2059,5958,1510
6480700,6342823,1053599,2065,5962,1510
6480800,6342828,1053618,2081,5941,1510
6480900,6342833,1053636,2089,5938,1520
6481000,6342838,1053655,2097,5940,1520
6481100,6342843,1053673,2104,5922,1520
6481200,6342848,1053692,2108,5912,1520
6481300,6342853,1053711,2109,5905,1520
6481400,6342858,1053729,2116,5887,1520
6481500,6342863,1053748,2116,5891,1520
6481600,6342868,1053766,2131,5877,1530
6481700,6342873,1053785,2078,6042,1520
6481800,6342878,1053804,2147,5915,1530
6481900,6342883,1053823,2138,5833,1530
6482000,6342888,1053841,2149,5825,1530
6482100,6342894,1053860,2149,5817,1530
6482200,6342899,1053879,2155,5811,1540
6482300,6342904,1053898,2165,5822,1540
6482400,6342909,1053917,2173,5803,1530
6482500,6342915,1053936,2184,5813,1530
6482600,6342920,1053955,2194,5839,1530
6482700,6342926,1053974,2208,5837,1530
6482800,6342931,1053994,2225,5872,1530
6482900,6342936,1054013,2251,5865,1530
6483000,6342942,1054033,2282,5874,1530
6483100,6342947,1054053,2323,5888,1480
6483200,6342953,1054074,2368,5909,1470
6483300,6342959,1054095,2417,5909,1460
6483500,6342970,1054139,2470,5947,1440
6483600,6342976,1054162,2527,5950,1430
6483600,6342976,1054162,2585,5961,1430
6483800,6342989,1054209,2642,5988,1410
6483900,6342995,1054233,2699,5988,1400
6484000,6343001,1054258,2755,6014,1390
6484100,6343008,1054284,2811,6057,1380
6484200,6343014,1054310,2871,6139,1370
6484300,6343020,1054338,2934,6260,1360
6484400,6343026,1054366,3000,6428,1350
6484500,6343032,1054396,3063,6646,1340
6484600,6343036,1054426,3130,6904,1340
6484700,6343041,1054458,3195,7191,1320
6484800,6343044,1054491,3195,7191,1310
6484900,6343047,1054525,3195,7191,1300
6485000,6343049,1054560,3195,7191,1290
6485100,6343050,1054595,3425,8442,1290
6485200,6343050,1054632,3425,8442,1280
6485300,6343049,1054669,3425,8442,1280
6485400,6343047,1054706,3425,8442,1270
6485500,6343044,1054744,3425,8442,1260
6485600,6343040,1054782,3746,10154,1250
6485700,6343035,1054820,3746,10154,1230
6485800,6343028,1054857,3746,10154,1220
6485900,6343021,1054895,3746,10154,1200
6490000,6343012,1054932,3984,11590,1190
6490100,6343003,1054968,4038,11812,1170
6490200,6342994,1055006,4095,11910,1160
6490300,6342984,1055044,4149,11884,1140
6490400,6342975,1055083,4203,11760,1120
6490500,6342967,1055123,4259,11538,1110
6490600,6342960,1055165,4312,11287,1090
6490700,6342953,1055208,4368,11033,1070
6490800,6342947,1055252,4423,10758,1060
6490900,6342942,1055297,4473,10492,1050
6491000,6342938,1055343,4526,10225,1040
6491100,6342935,1055390,4627,9668,1020
6491200,6342933,1055438,4676,9379,1010
6491300,6342932,1055487,4720,9100,990
6491400,6342933,1055536,4765,8818,980
6491500,6342934,1055585,4765,8818,970
6491600,6342936,1055635,4830,8258,970
6491700,6342940,1055684,4878,7926,970
6491800,6342945,1055733,4914,7628,960
6491900,6342951,1055783,4942,7336,960
6492000,6342958,1055831,4942,7336,960
6492100,6342966,1055879,4987,6721,960
